name,market 0,market 1,market 2,market 3,market 4,market 5,market 6,market 7,market 8,market 9,market 10,market 11,market 12,market 13,market 14,market 15,market 16,market 17,market 18,market 19,market 20,market 21,market 22,market 23,market 24,market 25,market 26,market 27,market 28,market 29,market 30,market 31,market 32,market 33,market 34,market 35,market 36,market 37,market 38,market 39,market 40,market 41,market 42,market 43,market 44,market 45,market 46,market 47,market 48,market 49,market 50,market 51,market 52,market 53,market 54,market 55,market 56,market 57,market 58,market 59,market 60,market 61,market 62,market 63,market 64,market 65,market 66,market 67,market 68,market 69,market 70,market 71,market 72,market 73,market 74,market 75,market 76,market 77,market 78,market 79,market 80,market 81,market 82,market 83,market 84,market 85,market 86,market 87,market 88,market 89,market 90,market 91,market 92,market 93,market 94,market 95,market 96,market 97,market 98,market 99
market 53,4205.04,1089.96,1765.27,7655.29,6056.15,4714.72,8359.33,5151.55,4202.27,3881.22,7906.44,8589.95,7007.66,6437.71,4025.71,5600.83,6632.9,3788.9,6000.01,13346.12,3700.24,6713.02,3937.43,5910.61,7058.27,7215.21,12812.21,5189.24,10609.3,3998.27,6641.96,10924.12,5443.63,2104.0,4680.34,7848.24,5998.08,3117.01,4982.85,696.72,2906.19,3287.24,3916.28,9067.86,8813.39,5327.68,5327.82,9725.16,9302.65,5278.38,4389.14,4375.32,3607.39,0.0,4859.3,4092.45,1443.89,11281.74,889.66,2064.6,4738.52,6893.88,3616.47,5154.91,4651.67,1675.31,9125.98,6994.02,8110.03,7281.51,6530.78,6638.23,10134.13,6374.71,10758.75,5449.21,5677.91,9747.98,8876.2,8841.47,10964.21,3640.65,3073.43,2323.54,6699.82,10732.09,11945.06,5084.38,4303.49,5980.46,8079.58,5002.39,5264.72,6377.93,7875.92,3069.53,9105.55,2209.09,4468.29,2515.82
market 54,1645.67,5372.96,6327.93,4414.54,9780.02,8255.43,8865.03,5492.85,5222.25,5814.57,7968.33,8651.84,8627.02,8556.04,6713.33,8490.62,9800.96,6039.23,6801.94,10429.41,7490.89,2881.53,1167.77,10428.02,4842.26,9878.18,16973.77,3139.46,12739.0,2838.47,8312.33,7540.74,1077.85,6909.57,7668.2,10597.37,7473.74,5833.0,6498.57,4341.58,2231.84,2918.55,8330.15,11197.56,5430.01,7665.55,7442.98,10230.87,12819.52,9270.12,6667.28,2111.29,1415.97,4859.3,0.0,3615.51,4412.79,9900.36,5676.2,6478.73,8730.26,9699.16,6149.62,8963.14,788.3,5519.07,8670.01,5431.8,5981.61,11443.07,7232.52,3132.0,12800.05,5918.74,14920.3,9120.19,5958.39,14495.25,10396.73,11216.77,7580.84,4232.55,2976.32,5368.27,7703.02,12861.79,12327.11,8021.65,970.97,1137.31,3437.77,1322.21,7341.27,9499.54,5230.05,2800.27,12397.51,3031.68,4177.88,6130.76
market 55,2212.35,4190.79,5792.68,3817.64,7059.89,5374.28,5293.75,1921.57,1902.59,2933.41,4623.11,5306.3,5374.88,5642.02,7575.6,5609.46,6919.8,3158.07,3230.65,13895.36,5636.83,3080.68,2995.72,8850.95,3220.62,6997.03,14251.5,1351.59,9857.84,909.63,5274.4,7345.62,3955.22,6018.59,4787.05,7716.22,4154.86,3271.4,3422.53,3825.23,3236.37,1146.9,6753.08,8316.4,5234.89,4784.4,4561.82,6659.58,9938.37,9305.79,3786.13,1569.95,2953.36,4092.45,3615.51,0.0,2937.8,7671.45,4660.5,4902.36,8765.93,6818.01,6955.02,6957.05,3274.46,4181.19,5515.69,3383.73,4499.74,9379.66,3661.24,2800.58,9918.9,2764.42,12416.48,6633.8,2387.1,13313.44,7144.59,8335.61,7385.71,902.28,3759.73,3306.79,4165.85,9980.63,9045.42,5140.49,3645.36,4603.25,6903.72,2593.35,4418.4,6618.39,4038.27,1457.21,9516.36,2392.39,6005.24,6172.79
market 56,3239.57,1359.69,3197.98,6500.63,5431.84,3913.72,6998.63,3796.91,2799.18,2547.06,6545.74,7229.26,5598.86,5197.04,5071.35,4591.94,5841.08,2475.72,4639.31,14692.64,3283.96,5596.95,3568.03,6325.91,5903.61,6261.68,12751.51,4034.59,9368.63,2843.62,5233.16,9808.05,4863.7,3277.64,3489.46,6894.71,4554.25,1897.16,3539.01,1700.1,3097.64,2132.58,4228.04,7827.19,7697.32,4107.83,4072.61,8364.47,8859.64,6711.09,3138.91,3259.25,3312.45,1443.89,4412.79,2937.8,0.0,9995.3,1910.63,2375.94,6171.23,5943.52,4662.11,4670.78,4071.74,1400.32,7885.51,5798.37,6914.38,7220.81,5170.08,5483.58,9429.69,5179.06,10698.04,4772.02,4323.27,10892.15,7432.36,7846.4,9848.15,2433.17,3513.28,1111.96,5255.98,9491.42,10584.37,3893.5,4416.64,5400.53,7701.0,4044.27,3970.91,5547.3,6721.27,1914.88,8437.63,1798.12,5255.26,3561.45
market 57,8764.04,10993.5,12981.96,6629.51,11920.36,10234.75,4332.31,6396.85,7222.45,8158.08,3449.22,3667.25,7305.94,8539.48,14871.97,9946.86,11448.19,8488.6,5789.48,19544.21,10834.82,7852.43,9609.72,14261.4,5510.33,10621.26,19011.33,7720.15,12039.23,8518.86,7688.45,10530.34,9824.81,12107.71,9647.52,10927.86,6540.48,8895.14,7577.19,11118.73,10732.34,8756.13,12566.53,10439.92,8188.73,8891.82,8645.77,5015.12,14466.75,16318.95,8454.43,8492.11,9745.85,11281.74,9900.36,7671.45,9994.96,0.0,11417.81,11057.39,15779.09,10442.24,14462.74,11817.52,9887.12,10655.56,2371.0,5045.94,3918.75,14240.13,5265.04,6908.2,12116.4,4942.43,17276.96,11494.28,5807.22,19102.9,8123.35,11097.52,10570.44,7766.16,11452.48,9593.9,5874.56,10947.84,2452.38,10000.96,10259.22,10511.74,12628.8,8909.84,8323.05,11136.08,4852.31,9066.44,14044.74,10001.62,13106.76,13362.08
market 58,4773.08,573.21,1462.58,8223.33,5166.5,3857.42,8317.15,5270.09,4192.47,3528.41,7968.59,8652.11,6654.85,5823.16,4422.98,4743.54,5775.61,3436.09,6062.16,14182.05,2842.95,7281.07,4620.9,5124.51,7626.31,6357.91,11922.56,5757.29,9931.83,4566.32,6289.15,11492.17,6127.11,1534.59,3919.07,6990.95,5787.87,2764.2,4728.41,1532.65,3742.12,3855.28,3026.63,8219.15,9381.43,4713.14,4760.13,9682.99,8413.0,5222.2,4060.4,4943.36,4290.86,889.66,5676.2,4660.5,1910.63,11418.14,0.0,1174.95,4682.34,6036.59,4057.51,4265.26,5335.15,822.62,9308.36,7290.71,8406.72,6391.86,6546.7,7206.28,9276.83,6671.4,9869.09,4559.56,5796.45,9149.1,8665.98,7984.17,11532.26,4208.69,3909.36,1904.05,6489.6,9883.38,11902.89,4237.77,5139.42,6663.94,8915.51,5570.44,4854.7,5520.63,8443.97,3637.58,8215.9,2792.06,5304.22,2863.74
market 59,5409.77,1205.76,2503.34,8616.07,4016.92,2862.11,7922.17,5161.8,4012.09,2988.21,7608.17,8291.69,5732.08,4939.53,5597.92,3748.22,4786.39,2824.34,5701.74,15357.0,1720.94,7706.71,5500.23,3974.94,8019.05,5415.7,10772.99,6150.02,8942.61,5003.52,5240.98,12144.04,6929.63,1141.87,2923.76,6048.74,5371.14,2162.25,4049.69,2707.6,4637.97,4248.02,1877.06,7223.83,10033.31,3829.51,3876.49,9288.01,7263.42,5353.11,3308.72,5420.49,5187.77,2064.6,6478.73,4902.36,2375.94,11057.72,1174.95,0.0,4813.25,5097.0,5232.46,3115.69,6137.68,1055.61,8947.94,7182.42,8298.43,5242.29,6151.72,7599.01,8287.61,6563.11,8719.52,3409.99,5688.16,8437.43,8021.65,6994.96,12184.14,4255.1,5084.3,1595.68,6094.61,8888.06,11507.91,3242.45,6035.27,7466.46,9766.93,6207.13,3971.06,4531.41,8836.7,4076.12,7066.33,3564.33,6479.16,4038.69
market 60,8462.0,5128.19,3168.27,12023.81,7916.86,7345.62,12643.87,9614.06,8536.44,7709.91,12329.87,13013.39,10202.8,9410.25,3296.91,8248.55,9020.51,7546.04,10423.44,14649.3,6088.89,10984.1,8015.88,6220.24,11590.09,9783.65,13232.09,9731.4,12836.41,8671.75,9711.7,15298.5,9552.72,4013.71,7407.27,10416.69,10025.17,6883.95,8771.39,5008.47,6690.86,7960.71,5222.72,11708.83,13187.76,8300.23,8347.21,14009.71,10912.59,1281.26,7936.81,8655.68,7762.28,4738.52,8730.26,8765.93,6171.23,15779.42,4682.34,4813.25,0.0,9464.95,3485.33,7000.1,8760.76,5174.98,13669.64,11634.68,12750.69,8800.12,10873.42,11006.75,12181.41,11015.37,11720.33,7391.58,10140.42,8354.24,12492.37,10888.75,15338.59,8314.13,5993.75,6233.76,10816.32,13005.38,16229.61,7747.34,7922.92,9814.13,10457.54,9259.36,8441.79,8758.42,12244.44,7743.01,10838.95,6694.42,6290.94,3015.53
market 61,8359.67,5867.33,7538.32,10461.15,1949.24,2672.46,6358.56,5761.55,5186.71,3913.37,6993.02,7676.54,3222.81,1953.33,10427.21,1359.73,1325.58,3902.72,5568.37,19979.01,3408.83,9724.19,9079.37,5352.44,9381.31,409.79,8888.72,8063.88,4020.33,7287.7,2915.07,13989.13,10150.07,5640.42,2642.83,1042.83,4344.52,4237.6,3689.75,7536.88,8866.08,6832.43,4348.81,2409.46,11878.39,2210.99,2256.19,7541.7,4344.14,9141.56,3254.59,8057.67,8971.35,6893.88,9699.16,6818.01,5943.52,10442.57,6036.59,5097.0,9464.95,0.0,10061.74,2559.24,9358.11,5375.9,8332.79,8056.88,9172.89,4539.94,5501.17,9444.09,4081.38,7437.57,7576.77,2188.89,5875.36,9873.91,4959.46,2221.4,14029.22,5966.9,9281.72,4889.42,5194.46,4068.23,9944.3,2229.21,9729.01,10686.9,12987.37,8936.9,2596.07,905.24,10035.42,6973.71,3922.13,7564.38,11191.39,8867.97
market 62,6131.93,4487.79,3101.72,9693.74,9222.63,7882.58,11540.32,8332.54,7383.26,7209.12,11087.43,11770.95,10260.92,9858.66,739.55,8768.69,9800.76,7137.34,9181.0,11577.66,6868.1,8654.03,5648.78,7730.8,9260.02,10383.07,14742.65,7401.33,13956.99,6396.19,9895.22,12968.43,7185.62,5002.33,7944.23,11016.1,9216.3,6558.79,8201.07,3507.45,4369.01,6090.2,6629.29,12244.3,10857.7,8769.46,8734.23,12906.16,12426.08,4025.2,7800.53,6325.62,5395.18,3616.47,6149.62,6955.02,4662.11,14462.74,4057.51,5232.46,3485.33,10061.74,0.0,8321.39,6393.66,4843.17,12306.98,9815.81,10665.92,10206.39,9711.77,8676.68,13301.99,9555.7,13230.89,8615.69,8858.9,10649.24,12094.42,12009.33,13008.52,6821.64,3413.11,5773.58,9935.13,13908.53,15126.06,8262.92,5342.27,6913.98,7418.96,6929.29,8632.53,9545.79,9914.37,5791.46,12352.44,4617.44,3227.49,1990.15
market 63,7835.83,4145.94,5344.26,10756.66,1003.98,2073.0,8458.63,6432.73,5395.77,4035.6,8368.3,9051.82,5322.88,4119.16,8405.75,2417.29,2107.64,4003.17,6671.02,19242.99,1507.94,9950.81,8031.66,3157.52,9900.3,2877.94,7972.65,8290.61,5923.53,7247.62,5015.14,14284.64,9414.05,3446.36,2237.1,3510.98,5570.18,3868.29,4407.49,5797.91,7470.21,6492.11,2050.32,4877.6,12173.91,3311.58,3595.74,9641.77,4537.27,6669.54,3481.81,7713.17,7776.08,5154.91,8963.14,6957.05,4670.78,11817.85,4265.26,3115.69,7000.1,2559.24,8321.39,0.0,8622.09,3654.51,9708.07,8564.1,9680.11,2881.32,6680.27,9739.6,5268.53,7944.79,6137.63,478.7,6720.9,7717.21,7354.1,3975.88,14324.73,6105.94,7885.85,3839.77,6623.16,6092.5,12044.37,2151.21,8880.26,9950.88,12251.35,8581.61,3831.98,1845.54,10542.64,6368.79,4053.39,6216.26,9569.48,7127.62
market 64,1304.62,5031.9,6189.21,4575.9,9438.96,7914.38,8523.98,5151.8,4881.2,5473.52,7627.28,8310.79,8285.97,8214.99,6721.84,8149.57,9459.91,5698.18,6460.89,11068.14,7149.84,3042.89,826.72,10086.97,4562.46,9537.13,16632.72,2798.4,12397.95,2497.42,7971.28,7702.1,1239.21,6701.94,7327.15,10256.32,7132.69,5491.95,6157.52,4133.96,2093.12,2577.5,7989.1,10856.51,5591.37,7324.5,7101.92,9889.82,12478.47,9300.62,6326.23,1770.24,1074.92,4651.67,788.3,3274.46,4071.74,9887.12,5335.15,6137.68,8760.76,9358.11,6393.66,8622.09,0.0,5178.02,8328.96,5509.92,5968.36,11102.01,6891.47,3293.35,12459.0,5577.69,14579.25,8779.14,5617.34,14356.54,10055.67,10875.71,7742.19,3891.5,2896.78,5027.22,7361.97,12520.74,11986.06,7680.6,1156.22,1776.04,4076.5,1285.3,7000.22,9158.49,5216.81,2459.22,12056.46,2690.63,4363.14,6161.26
market 65,4450.12,643.75,2353.66,7863.68,4555.74,3196.74,7554.91,4507.85,3430.22,2766.16,7206.34,7889.86,5892.6,5060.92,5208.63,4082.85,5114.92,2673.84,5299.91,15742.49,2182.26,6932.65,4540.57,5004.9,7266.66,5697.22,11665.13,5397.63,9271.14,4179.31,5526.9,11143.75,5969.98,1936.59,3308.0,6330.26,5025.62,2001.95,3966.16,2318.31,3911.65,3495.63,2907.03,7558.46,9033.01,3950.9,3997.88,8920.75,8138.64,5714.84,3298.15,4594.94,4228.11,1675.31,5519.07,4181.19,1400.32,10655.9,822.62,1055.61,5174.98,5375.9,4843.17,3654.51,5178.02,0.0,8546.11,6528.47,7644.48,6134.43,5784.46,6846.62,8616.14,5909.15,9611.67,3849.11,5034.21,9551.1,7903.73,7323.49,11183.84,3601.15,4327.29,1141.8,5727.35,9222.69,11140.65,3577.08,5305.15,6506.81,8807.27,5247.47,4092.45,4859.94,8084.31,3250.57,7605.15,2657.7,6089.88,3649.4
market 66,7205.89,8883.72,10826.21,5945.91,9810.58,8124.97,3458.88,4287.06,5112.66,6048.3,1339.44,1557.46,5196.16,6429.69,12716.22,7837.08,9338.4,6378.82,3679.7,18018.0,8725.03,6326.22,8051.57,12151.62,4487.51,8511.48,16901.55,5564.39,10407.68,6363.1,5578.67,9457.29,8351.1,9997.93,7537.74,9107.65,4430.69,6785.35,5467.41,8962.97,8576.58,6600.37,10456.75,8808.37,7346.56,6782.04,6535.98,4282.96,12356.96,14209.17,6344.65,6774.48,8187.69,9125.98,8670.01,5515.69,7885.18,2371.0,9308.03,8947.61,13669.31,8332.46,12306.98,9707.74,8328.96,8545.78,0.0,3204.17,3119.57,12130.34,3155.26,5382.0,10484.85,2786.67,15167.17,9384.49,3697.44,16993.11,6618.75,9465.97,9497.38,5610.41,9296.73,7484.12,3764.77,9443.23,3865.63,7891.18,8701.07,9038.03,11155.09,7351.68,6213.27,9026.3,3982.1,6910.69,11934.96,7845.86,11345.45,11206.32
market 67,4386.85,6866.41,8694.25,2951.06,8666.94,6981.33,5323.24,2382.25,3327.29,4561.97,3264.23,3629.07,6116.47,6610.18,10436.39,7124.53,8625.85,4794.92,3499.02,15023.14,7364.61,3331.37,5232.53,10921.66,1474.13,8235.9,15858.55,2745.35,11014.6,3748.29,6185.79,6462.43,5356.24,8298.65,6394.1,8872.97,4805.21,5122.09,4491.02,6831.01,5771.72,4422.74,8901.91,9473.16,4351.7,6069.49,5823.44,6058.25,11644.42,12174.54,5393.19,3955.44,5368.65,6994.02,5431.8,3383.73,5798.37,5045.94,7290.71,7182.42,11634.68,8056.88,9815.81,8564.1,5509.92,6528.47,3204.17,0.0,1680.31,10986.71,3785.74,2387.14,11075.65,646.4,14023.54,8240.86,2544.53,15448.72,7813.34,9492.36,6502.53,3478.45,6491.86,5589.02,4264.13,10637.82,6861.27,6747.55,5882.03,6043.17,8160.23,4532.64,5500.72,8313.75,2314.16,4694.84,11222.41,5673.19,8540.58,9074.36
market 68,4845.29,7982.42,9810.25,2710.76,9782.95,8097.34,5464.88,3498.26,4443.3,5677.97,3345.44,3563.46,7086.28,7726.19,11286.5,8240.54,9741.86,5910.93,4468.83,15625.45,8480.62,3933.68,5690.96,12037.66,1591.58,9351.91,16974.56,3526.25,12130.6,4752.86,7301.79,6611.59,5906.05,9414.66,7510.11,9988.98,5775.02,6238.1,5607.03,7947.02,6621.83,5432.84,10017.92,10589.16,4269.97,7185.5,6939.44,6288.96,12760.42,13290.55,6509.19,4573.36,5827.09,8110.03,5981.61,4499.74,6914.38,3918.75,8406.72,8298.43,12750.69,9172.89,10665.92,9680.11,5968.36,7644.48,3119.57,1680.31,0.0,12102.72,4901.75,2989.45,12191.66,1737.7,15139.55,9356.87,3514.34,16564.73,8783.15,10608.37,6651.69,4594.45,7341.97,6705.03,5233.94,11607.63,6173.28,7863.56,6340.47,6592.98,8710.04,4991.08,6616.73,9429.76,933.56,5590.7,12338.41,6598.87,9188.01,10190.37
market 69,10385.86,6422.67,7346.42,13179.27,2727.47,4464.2,10747.47,8855.34,7818.38,6459.5,10790.91,11474.43,7611.72,6352.11,10148.3,4650.24,3638.48,6427.07,9093.63,20573.9,4042.75,12500.84,10511.58,2927.6,12322.91,4752.57,5291.42,10713.22,5975.25,9797.64,7303.98,16707.24,11893.97,5448.52,4652.78,4717.34,7992.79,6506.26,6830.1,7924.51,9854.88,9042.14,3935.63,6180.23,14596.51,5699.2,6023.74,11930.61,2233.72,7655.94,5904.42,10263.19,10256.0,7281.51,11443.07,9379.66,7220.81,14240.46,6391.86,5242.29,8800.12,4539.94,10206.39,2881.32,11102.01,6134.43,12130.68,10986.71,12102.72,0.0,9102.87,12162.21,5967.94,10367.4,3456.41,3070.79,9143.51,5717.45,9386.33,5393.4,16747.34,8528.55,10301.21,6389.8,9045.77,7580.83,14333.21,4542.42,11360.19,12430.8,14731.27,11131.64,6223.19,3750.02,12965.25,8918.82,2160.08,8696.18,11696.07,9175.78
market 70,5853.67,6122.4,8137.48,6527.48,6783.1,5097.5,1926.83,1879.13,2397.57,3245.03,1815.82,2499.01,2714.48,3642.1,10121.01,4809.61,6310.93,3520.36,822.63,17512.37,5697.56,5837.5,6612.73,9124.15,5110.17,5680.19,13874.08,4208.19,7926.0,4536.85,2950.45,10038.86,7434.85,7202.04,4510.27,6276.36,1403.22,3989.47,2439.94,6367.77,6764.05,4505.87,7182.18,6326.69,7928.13,3754.57,3508.51,3292.67,9329.49,11413.28,3317.18,5211.27,6570.37,6530.78,7232.52,3661.24,5170.08,5265.04,6546.7,6151.72,10873.42,5501.17,9711.77,6680.27,6891.47,5784.46,3155.26,3785.74,4901.75,9102.87,0.0,5575.94,8003.17,3166.43,12139.7,6357.02,1324.47,13965.64,4411.35,6895.75,10078.95,3187.73,7271.42,4798.1,862.14,7235.83,5512.57,4863.71,7262.38,8220.26,10520.73,6029.32,3185.79,5998.83,5764.28,4856.86,8907.48,5634.4,9559.17,8611.12
market 71,2516.65,6736.57,8338.46,1590.88,9842.44,8156.83,7150.83,3862.53,4463.51,5715.97,5442.06,5806.89,7578.47,7997.39,9297.26,8392.02,9702.36,5940.63,5157.82,12625.95,8456.28,1413.57,3269.74,11547.6,1583.55,9623.11,17034.05,1537.0,12401.81,2763.61,7573.0,4717.08,3056.44,8654.15,7569.6,10260.18,6356.69,6069.7,5878.23,6183.69,4399.26,3443.6,9449.73,10860.37,2606.34,7456.7,7210.65,7837.09,12720.92,11546.61,6568.68,2267.38,3498.45,6638.23,3132.0,2800.58,5483.58,6908.2,7206.28,7599.01,11006.75,9444.09,8676.68,9739.6,3293.35,6846.62,5382.0,2387.14,2989.45,12162.21,5575.94,0.0,12462.86,2824.23,15199.04,9416.36,4335.3,16010.09,9348.18,10879.57,4757.17,3684.83,5202.92,6003.44,6069.41,12524.59,9039.09,7923.04,3812.55,3743.37,5860.43,2103.77,6887.93,9400.94,2237.89,3601.46,12298.91,4609.63,6859.36,8407.25
market 72,11460.56,9107.57,10510.04,13479.92,4218.83,5966.13,8149.92,8780.32,8205.48,7014.26,9145.41,9828.93,5468.98,4750.86,13587.06,4722.86,3797.11,7003.61,8094.93,23079.9,6599.44,12742.96,12180.26,7574.27,12400.08,3757.24,8236.04,11082.65,809.14,10388.59,5722.58,17007.9,13250.96,8612.14,5942.58,3045.06,6668.25,7668.23,6708.52,11097.67,11981.79,9933.32,7231.63,1997.45,14897.17,5393.54,5357.08,8502.22,4558.31,11850.86,6355.48,11158.56,12072.24,10134.13,12800.05,9918.9,9429.69,12116.4,9276.83,8287.61,12181.41,4081.38,13301.99,5268.53,12459.0,8616.14,10485.18,11075.65,12191.66,5967.94,8003.17,12462.86,0.0,10456.34,8076.88,5015.57,8958.97,10957.36,4803.2,1292.69,17047.99,9067.8,12489.15,8349.55,7346.86,2277.19,10602.58,5528.97,12829.91,13787.79,16088.26,12037.79,5614.84,3933.93,13054.19,10074.6,3987.93,10815.63,14776.9,12108.21
market 73,4454.62,6247.1,8074.93,3388.15,8047.63,6362.02,4703.93,1762.94,2707.98,3942.65,2683.01,3047.84,5497.16,5990.87,9964.94,6505.22,8006.54,4175.61,2879.7,15141.73,6745.3,3633.87,5300.29,10302.34,2041.88,7616.59,15239.24,2813.12,10395.28,3611.83,5566.47,6899.52,5784.05,7679.34,5774.79,8253.66,4185.9,4502.78,3871.71,6211.7,5825.31,3849.1,8282.6,8853.84,4788.79,5450.18,5204.12,5438.94,11025.1,11555.23,4773.87,4023.21,5436.42,6374.71,5918.74,2764.42,5179.06,4942.43,6671.4,6563.11,11015.37,7437.57,9555.7,7944.79,5577.69,5909.15,2786.67,646.4,1737.7,10367.4,3166.43,2824.23,10456.34,0.0,13404.23,7621.54,1925.22,14829.41,7194.03,8873.05,6939.62,2859.13,6545.45,4969.71,3644.82,10018.51,6443.77,6128.23,5949.79,6470.98,8588.04,4600.41,4881.4,7694.44,2600.24,4159.41,10603.09,5094.59,8594.17,8455.05
market 74,13863.1,9899.91,10740.75,16216.1,5764.29,7501.03,13784.3,11892.17,10855.21,9496.32,13827.74,14511.25,10648.55,9388.94,13068.51,7687.07,6675.31,9463.9,12130.46,24008.46,7519.99,15479.13,13988.82,5599.43,15359.74,7789.4,1983.01,13750.05,8084.19,12886.18,10340.8,19744.07,15371.21,8925.76,7689.6,7616.68,11029.61,9660.27,9866.93,11401.75,13332.12,12519.38,7424.22,8771.8,17633.34,8736.03,9060.57,14967.43,4342.66,10597.58,8941.25,13740.43,13733.24,10758.75,14920.3,12416.48,10698.04,17277.29,9869.09,8719.52,11720.33,7576.77,13230.89,6137.63,14579.25,9611.67,15167.51,14023.54,15139.55,3456.41,12139.7,15199.04,8076.88,13404.23,0.0,6107.62,12180.34,7658.18,12423.16,7848.03,19784.17,11565.38,13778.45,9867.04,12082.6,10081.79,17370.04,7579.25,14837.42,15908.04,18208.51,14608.88,9260.01,6786.85,16002.08,12396.06,4269.02,12173.42,15130.63,12279.71
market 75,7937.07,4340.54,5638.56,10433.41,751.02,1718.34,8103.98,6109.49,5072.53,3713.64,8045.05,8728.57,4968.23,3748.81,8760.26,2046.94,1737.29,3681.22,6347.78,19400.03,1653.69,9696.45,8182.81,3538.89,9577.06,2507.59,7942.64,7967.37,5670.58,7103.5,4660.49,13961.39,9571.1,3740.65,1906.92,3140.63,5246.93,3877.59,4084.24,6092.21,7664.82,6648.22,2441.81,4438.94,11850.66,2956.93,3241.09,9287.12,4222.44,7061.03,3158.57,7873.47,7927.23,5449.21,9120.19,6633.8,4772.02,11494.61,4559.56,3409.99,7391.58,2188.89,8615.69,478.7,8779.14,3849.11,9384.82,8240.86,9356.87,3070.79,6357.02,9416.36,5015.57,7621.54,6107.62,0.0,6397.66,8098.58,6983.75,3722.92,14001.49,5782.7,8080.46,3941.01,6299.92,5839.54,11689.72,1796.56,9031.42,10107.93,12408.39,8752.69,3477.33,1475.2,10219.4,6470.03,3800.43,6410.87,9863.77,7421.92
market 76,4579.54,5372.15,7378.13,5286.28,6823.74,5138.13,2933.39,605.0,1759.34,2836.88,2358.0,3041.18,3670.27,4489.75,9268.14,4943.01,6444.33,3167.4,1052.82,16238.23,5722.02,4557.99,5338.6,9279.06,3868.96,6054.38,14007.48,2897.68,8881.8,3262.72,3935.42,8797.65,6124.34,6747.63,4550.9,6691.45,2359.01,3535.05,2348.68,5514.9,5579.25,3388.99,7245.33,7291.63,6686.92,3887.97,3641.91,4299.23,9462.89,10680.28,3357.81,3937.14,5296.23,5677.91,5958.39,2387.1,4323.27,5807.22,5796.45,5688.16,10140.42,5875.36,8858.9,6720.9,5617.34,5034.21,3697.44,2544.53,3514.34,9143.51,1324.47,4335.3,8958.97,1925.22,12180.34,6397.66,0.0,14120.56,5367.14,7310.84,8837.75,2217.24,6112.81,4094.76,1817.94,8191.62,6519.13,4904.35,5988.24,6946.13,9246.59,4718.81,3319.2,6132.23,4376.87,3753.31,9040.88,4635.78,8348.11,7758.25
market 77,13836.09,9584.68,8682.73,17027.15,8061.43,9562.37,15736.09,13320.73,12176.47,11198.57,15653.68,16337.2,12790.6,11686.08,10460.81,9984.21,8972.45,11077.24,14086.11,21813.21,8310.41,16117.8,13611.65,4810.32,16430.13,10086.54,8000.09,14561.1,10964.67,13414.61,12351.06,20555.13,15148.49,7668.14,9624.03,10051.31,12855.55,10323.47,11692.87,10393.43,12394.91,12659.1,6526.86,11514.19,18444.4,10740.88,11015.0,17080.68,7223.14,7072.98,10767.19,13832.95,13358.06,9747.98,14495.25,13313.44,10892.15,19103.23,9149.1,8437.43,8354.24,9873.91,10649.24,7717.21,14356.54,9551.1,16993.45,15448.72,16564.73,5717.45,13965.64,16010.09,10957.36,14829.41,7658.18,8098.58,14120.56,0.0,14720.29,10727.36,20595.22,12597.38,12465.98,10006.76,13908.54,12914.8,19321.83,9675.79,13933.07,15579.12,17709.16,14633.45,11251.24,9083.99,17247.78,12488.58,7149.5,11858.88,13447.57,9728.3
market 78,9057.23,8241.67,10256.76,10365.23,6795.63,6101.69,4156.87,5665.63,5268.02,5335.79,5279.32,5962.83,2335.54,3609.62,12503.66,5254.32,6175.06,5537.05,4503.1,20676.57,6907.32,9628.27,9776.93,10238.67,9137.77,4784.12,12490.57,7967.96,4726.03,7667.01,2767.96,13893.21,10847.63,8667.84,5456.25,5224.31,3104.9,6074.74,4388.39,8997.48,9578.46,7529.99,8405.99,3626.3,11782.48,4341.01,4206.55,4022.42,9034.56,13032.23,4869.78,8714.1,9668.92,8876.2,10396.73,7144.59,7432.36,8123.35,8665.98,8021.65,12492.37,4959.46,12094.42,7354.1,10055.67,7903.73,6619.09,7813.34,8783.15,9386.33,4411.35,9348.18,4803.2,7194.03,12423.16,6983.75,5367.14,14720.29,0.0,4579.66,13933.31,6276.6,10085.82,6883.38,3600.74,3845.67,6313.04,5504.68,10426.58,11384.46,13684.93,9544.34,4176.12,5778.99,9645.68,7671.27,8612.55,8448.81,12373.58,10993.76
market 79,9877.27,7814.92,9217.39,11896.63,2926.18,4673.48,7131.03,7197.03,6622.19,5430.98,8126.53,8810.05,4450.09,3347.92,12294.4,3430.21,2504.45,5420.32,6962.96,21496.61,5306.78,11159.67,10596.97,6281.62,10816.79,1897.25,8212.64,9499.36,1947.69,8805.31,4309.66,15424.61,11667.67,7319.49,4649.93,1752.4,5739.11,6084.95,5125.23,9514.38,10398.5,8350.03,5938.98,923.81,13313.88,3810.25,3773.8,8153.38,4382.85,10558.2,4772.19,9575.28,10488.96,8841.47,11216.77,8335.61,7846.4,11097.52,7984.17,6994.96,10888.75,2221.4,12009.33,3975.88,10875.71,7323.49,9466.3,9492.36,10608.37,5393.4,6895.75,10879.57,1292.69,8873.05,7848.03,3722.92,7310.84,10727.36,4579.66,0.0,15464.71,7484.51,10905.86,6766.26,6327.97,2233.8,10320.17,4236.32,11246.62,12204.5,14504.97,10454.5,4031.56,2641.27,11470.9,8491.31,3960.84,9232.34,13193.62,10815.56
